종목코드,종목명
A208860,다산디엠씨
A208890,미래엔에듀파트너
A209640,와이제이링크
A210120,캔버스엔
A210540,디와이파워
A210980,SK디앤디
A211050,인카금융서비스
A211270,AP위성
A212310,오건에코텍
A212560,네오오토
A212710,아이에스티이
A213420,덕산네오룩스
A213500,한솔제지
A214150,클래시스
A214180,헥토이노베이션
A214260,라파스
A214270,FSN
A214320,이노션
A214330,금호에이치티
A214370,케어젠
A214390,경보제약
A214420,토니모리
A214430,아이쓰리시스템
A214450,파마리서치
A214610,롤링스톤
A214680,디알텍
A215000,골프존
A215090,솔디펜스
A215100,로보로보
A215200,메가스터디교육
A215360,우리산업
A215380,우정바이오
A215480,토박스코리아
A215570,크로넥스
A215600,신라젠
A215790,이노인스트루먼트
A216050,인크로스
A216080,제테마
A216400,인바이츠바이오코아
A217190,제너셈
A217270,넵튠
A217320,썬테크
A217330,싸이토젠
A217480,에스디생명공학
A217500,러셀
A217590,티엠씨
A217620,선샤인푸드
A217730,강스템바이오텍
A217820,원익피앤이
A217880,틸론
A217910,에스제이켐
A217950,파마리서치바이오
A218150,미래생명자원
A218410,RFHIC
A219130,타이거일렉
A219420,링크제니시스
A219550,디와이디
A219750,한국비티비
A220100,퓨쳐켐
A220180,핸디소프트
A220260,켐트로스
A221800,유투바이오
A221840,하이즈항공
A221980,케이디켐
A222040,코스맥스엔비티
A222080,씨아이에스
A222110,팬젠
A222160,NPX
A222420,쎄노텍
A222670,플럼라인생명과학
A222800,심텍
A222810,세토피아
A222980,한국맥널티
A223220,로지스몬
A223250,드림씨아이에스
A223310,사토시홀딩스
A224060,더코디
A224110,에이텍모빌리티
A224760,엔에스컴퍼니
A224810,엄지하우스
A225190,LK삼양
A225220,제놀루션
A225430,케이엠제약
A225530,HC보광산업
A225570,넥슨게임즈
A225590,패션플랫폼
A226320,잇츠한불
A226330,신테카바이오
A226340,본느
A226400,오스테오닉
A226590,엠디바이스
A226950,올릭스
A227100,프로브잇
A227420,도부
A227610,아우딘퓨쳐스
A227840,현대코퍼레이션홀딩스
A227950,엔투텍
A228340,동양파일
A228670,레이
A228760,지노믹트리
A228850,레이언스
A229000,젠큐릭스
A229500,노브메타파마
A229640,LS에코에너지
A230240,에치에프알
A230360,에코마케팅
A230980,비유테크놀러지
A232140,와이씨
A232530,이엠티
A232680,라온로보틱스
A232830,아이티센피엔에스
A233250,메디안디노스틱
A233990,질경이
A234030,싸이닉솔루션
A234070,에이원알폼
A234080,JW생명과학
A234100,폴라리스세원
A234300,에스트래픽
A234340,헥토파이낸셜
A234690,녹십자웰빙
A234920,자이글
A235980,메드팩토
A236030,씨알푸드
A236200,슈프리마
A236340,메디젠휴먼케어
A236810,엔비티
A237690,에스티팜
A237750,피앤씨테크
A237820,플레이디
A237880,클리오
A238090,앤디포스
A238120,얼라인드
A238170,엔에스엠
A238200,비피도
A238490,힘스
A238500,로보쓰리에이아이
A239340,이스트에이드
A239610,에이치엘사이언스
A239890,피엔에이치테크
A240550,동방메디컬
A240600,유진테크놀로지
A240810,원익IPS
A241520,DSC인베스트먼트
A241560,두산밥캣
A241590,화승엔터프라이즈
A241690,유니테크노
A241710,코스메카코리아
A241770,메카로
A241790,티이엠씨씨엔에스
A241820,피씨엘
A241840,에이스토리
A242040,나무기술
A243070,휴온스
A243840,신흥에스이씨
A243870,아이티센코어
A244460,올리패스
A244880,나눔테크
A244920,에이플러스에셋
A245450,씨앤에스링크
A245620,EDGC
A246250,에스엘에스바이오
A246690,TS인베스트먼트
A246710,티앤알바이오팹
A246720,아스타
A246960,SCL사이언스
A247540,에코프로비엠
A247660,나노씨엠에스
A248070,솔루엠
A248170,샘표식품
A249420,일동제약
A250000,보라티알
A250030,진코스텍
A250060,모비스
A250930,예선테크
A251120,바이오에프디엔씨
A251270,넷마블
A251280,안지오랩
A251370,와이엠티
A251630,브이원텍
A251970,펌텍코리아
A252500,세화피앤씨
A252990,샘씨엔에스
A253450,스튜디오드래곤
A253590,네오셈
A253610,루트락
A253840,수젠텍
A254120,자비스
A254160,제이엠멀티
A254490,미래반도체
A255220,SG
A255440,야스
A256150,한독크린텍
A256630,포인트엔지니어링
A256840,한국비엔씨
A256940,킵스파마
A257370,피엔티엠에스
A257720,실리콘투
A257990,나우코스
A258050,테크트랜스
A258610,케일럼
A258790,소프트캠프
A258830,세종메디칼
A259630,엠플러스
A259960,크래프톤
A260660,알리코제약
A260870,SK시그넷
A260930,씨티케이
A260970,에스앤디
A261200,덴티스
A261520,이지스
A261780,차백신연구소
A262260,에이프로
A262840,아이퀘스트
A263020,디케이앤디
A263050,유틸렉스
A263600,덕우전자
A263690,디알젬
A263700,케어랩스
A263720,디앤씨미디어
A263750,펄어비스
A263770,유에스티
A263800,데이타솔루션
A263810,상신전자
A263860,지니언스
A263920,휴엠앤씨
A264450,유비쿼스
A264660,씨앤지하이테크
A264850,이랜시스
A264900,크라운제과
A265520,AP시스템
A265560,영화테크
A265740,엔에프씨
A266170,레드우즈
A266350,팡스카이
A266470,바이오인프라생명과학
A267080,세븐브로이맥주
A267250,HD현대
A267260,HD현대일렉트릭
A267270,HD건설기계
A267290,경동도시가스
A267320,나인테크
A267790,배럴
A267850,아시아나IDT
A267980,매일유업
A268280,미원에스씨
A269620,시스웍
A270210,에스알바이오텍
A270520,앱튼
A270660,에브리봇
A270870,뉴트리
A271560,오리온
A271830,팸텍
A271940,일진하이솔루스
A271980,제일약품
A272110,케이엔제이
A272210,한화시스템
A272290,이녹스첨단소재
A272450,진에어
A272550,삼양패키징
A273060,와이즈버즈
A273640,와이엠텍
A274090,켄코아에어로스페이스
A274400,이노시뮬레이션
A275630,에스에스알
A276040,스코넥
A276240,엘리비젼
A276730,한울앤제주
A277070,린드먼아시아
A277410,인산가
A277810,레인보우로보틱스
A277880,티에스아이
A278280,천보
A278470,에이피알
A278650,HLB바이오스텝
A278990,EMB
A279060,이노벡스
A279600,미디어젠
A280360,롯데웰푸드
A281740,레이크머티리얼즈
A281820,케이씨텍
A282330,BGF리테일
A282720,금양그린파워
A282880,코윈테크
A284620,카이노스메드
A284740,쿠쿠홈시스
A285130,SK케미칼
A285490,노바텍
A285800,진영
A286750,나노실리칸첨단소재
A286940,롯데이노베이트
A287840,인투셀
A288330,파라택시스코리아
A288620,에스퓨얼셀
A288980,모아데이타
A289010,아이스크림에듀
A289080,SV인베스트먼트
A289170,바이오텐
A289220,자이언트스텝
A289930,웨이비스
A290090,트윔
A290120,DH오토리드
A290270,휴네시온
A290520,신도기연
A290550,디케이티
A290560,신시웨이
A290650,엘앤씨바이오
A290660,네오펙트
A290670,대보마그네틱
A290690,소룩스
A290720,푸드나무
A290740,액트로
A291230,엔피
A291650,압타머사이언스
A291810,핀텔
A293480,하나제약
A293490,카카오게임즈
A293580,나우IB
A293780,압타바이오
A294090,이오플로우
A294140,레몬
A294570,쿠콘
A294630,서남
A294870,HDC현대산업개발
A295310,에이치브이엠
A296160,프로젠
A296520,가이아코퍼레이션
A296640,이노룰스
A297090,씨에스베어링
A297570,알로이스
A297890,HB솔루션
A298000,효성화학
A298020,효성티앤씨
A298040,효성중공업
A298050,HS효성첨단소재
A298060,에스씨엠생명과학
A298380,에이비엘바이오
A298540,더네이쳐홀딩스
A298690,에어부산
A298830,슈어소프트테크
A299030,하나기술
A299170,더블유에스아이
A299480,지앤이헬스케어
A299660,셀리드
A299900,위지윅스튜디오
A300080,플리토
A300120,라온피플
A300720,한일시멘트
A301300,바이브컴퍼니
A302430,이노메트리
A302440,SK바이오사이언스
A302550,리메드
A302920,더콘텐츠온
A303030,지니틱스
A303360,프로티아
A303530,이노뎁
A303810,동국생명과학
A304100,솔트룩스
A304360,에스바이오메딕스
A304840,피플바이오
A305090,마이크로디지탈
A306040,에스제이그룹
A306200,세아제강
A306620,지아이에스
A307180,아이엘
A307280,원바이오젠
A307750,국전약품
A307870,비투엔
A307930,컴퍼니케이
A307950,현대오토에버
A308080,바이젠셀
A308100,형지글로벌
A308170,씨티알모빌리티
A308430,셀비온
A309710,아이티켐
A309930,조이웍스앤코
A309960,LB인베스트먼트
A310200,애니플러스
A310210,보로노이
A310870,디와이씨
A311060,엘에이티
A311320,지오엘리먼트
A311390,네오크레마
A311690,CJ 바이오사이언스
A311960,인터로이드
A312610,에이에프더블류
A313760,캐리
A314130,지놈앤컴퍼니
A314140,알피바이오
A314930,바이오다인
A315640,딥노이드
A316140,우리금융지주
A317120,라닉스
A317240,TS트릴리온
A317330,덕산테코피아
A317400,자이에스앤디
A317450,명인제약
A317530,캐리소프트
A317690,퀀타매트릭스
A317770,엑스페릭스
A317830,에스피시스템스
A317850,대모
A317860,노드메이슨
A317870,엔바이오니아
A318000,KBG
A318010,팜스빌
A318020,포인트모바일
A318060,그래피
A318160,셀바이오휴먼텍
A318410,비비씨
A318660,타임기술
A319400,현대무벡스
A319660,피에스케이
A320000,한울반도체
A321260,프로이천
A321370,센서뷰
A321550,티움바이오
A321820,아티스트컴퍼니
A322000,HD현대에너지솔루션
A322180,LS티라유텍
A322310,오로스테크놀로지
A322510,제이엘케이
A322780,코퍼스코리아
A322970,무진메디
A323280,태성
A323350,다원넥스뷰
A323410,카카오뱅크
A323990,박셀바이오
A327260,RF머트리얼즈
A327610,펨토바이오메드
A328130,루닛
A328380,솔트웨어
A329180,HD현대중공업
A330350,위더스제약
A330730,스톤브릿지벤처스
A330860,네패스아크
A331380,포커스에이아이
A331520,밸로프
A331660,한국미라클피플사
A331740,아우토크립트
A331920,셀레믹스
A332190,오션스바이오
A332290,누보
A332370,아이디피
A332570,PS일렉트로닉스
A333050,모코엠시스
A333430,일승
A333620,엔시스
A334970,프레스티지바이오로직스
A335810,프리시젼바이오
A335870,윙스풋
A336040,타스컴
A336060,웨이버스
A336260,두산퓨얼셀
A336370,솔루스첨단소재
A336570,원텍
A336680,탑런토탈솔루션
A337840,유엑스엔
A337930,젝시믹스
A338220,뷰노
A338840,와이바이오로직스
A339770,교촌에프앤비
A339950,아이비김영
A340360,다보링크
A340440,세림B&G
A340450,지씨지놈
A340570,티앤엘
A340810,시선AI
A340930,유일에너테크
A341170,퓨쳐메디신
A341310,이앤에치
A342870,오아
A344860,이노진
A346010,타이드
A347000,센코
A347700,스피어
A347740,피엔케이피부임상연구센타
A347770,핌스
A347850,디앤디파마텍
A347860,알체라
A347890,엠투아이
A348030,모비릭스
A348080,큐라티스
A348150,고바이오랩
A348210,넥스틴
A348340,뉴로메카
A348350,위드텍
A348370,엔켐
A351020,미쥬
A351320,넥사다이내믹스
A351330,이삭엔지니어링
A351870,차이커뮤니케이션
A352090,스톰테크
A352480,씨앤씨인터내셔널
A352700,씨앤투스
A352770,셀레스트라
A352820,하이브
A352910,오비고
A352940,인바이오
A353190,휴럼
A353200,대덕전자
A353590,오토앤
A353810,이지바이오
A354200,엔젠바이오
A354320,알멕
A354390,바스칸바이오제약
A355150,코스텍시스
A355390,크라우드웍스
A355690,에이텀
A356680,엑스게이트
A356860,티엘비
A356890,싸이버원
A357230,에이치피오
A357550,석경에이티
A357580,아모센스
A357780,솔브레인
A357880,SKAI
A358570,지아이이노베이션
A359090,씨엔알리서치
A360070,탑머티리얼
A360350,코셈
A361390,제노코
A361570,알비더블유
A361610,SK아이이테크놀로지
A361670,삼영에스앤씨
A362320,청담글로벌
A362990,드림인사이트
A363250,진시스템
A363260,모비데이즈
A363280,티와이홀딩스
A364950,에이아이코리아
A365270,큐라클
A365330,에스와이스틸텍
A365340,성일하이텍
A365590,하이딥
A365900,브이씨
A366030,공구우먼
A367000,플래티어
A368030,창대정밀
A368600,아이씨에이치
A368770,파이버프로
A368970,오에스피
A369370,블리츠웨이엔터테인먼트
A370090,퓨런티어
A371950,풍원정밀
A372170,윤성에프앤씨
A372320,큐로셀
A372800,아이티아이즈
A372910,한컴라이프케어
A373110,엑셀세라퓨틱스
A373160,데이원컴퍼니
A373170,엠아이큐브솔루션
A373200,엑스플러스
A373220,LG에너지솔루션
A375500,DL이앤씨
A376180,피코그램
A376270,HEM파마
A376290,씨유테크
A376300,디어유
A376900,로킷헬스케어
A376930,노을
A376980,원티드랩
A377030,비트맥스
A377220,프롬바이오
A377300,카카오페이
A377330,이지트로닉스
A377450,리파인
A377460,위니아에이드
A377480,마음AI
A377740,바이오노트
A378340,필에너지
A378800,샤페론
A378850,화승알앤에이
A379390,이성씨엔아이
A380540,옵티코어
A380550,뉴로핏
A381620,제닉스로보틱스
A381970,케이카
A382150,온코크로스
A382480,지아이텍
A382800,지앤비에스 에코
A382840,원준
A382900,범한퓨얼셀
A383220,F&F
A383310,에코프로에이치엔
A383800,LX홀딩스
A383930,디티앤씨알오
A384470,코어라인소프트
A387570,파인메딕스
A388050,지투파워
A388210,씨엠티엑스
A388610,지에프씨생명과학
A388720,유일로보틱스
A388790,라이콤
A388870,파로스아이바이오
A389020,자람테크놀로지
A389030,지니너스
A389140,포바이포
A389260,대명에너지
A389470,인벤티지랩
A389500,에스비비테크
A389650,넥스트바이오메디컬
A389680,유디엠텍
A390110,애니메디솔루션
A391710,코닉오토메이션
A393210,토마토시스템
A393890,더블유씨피
A393970,대진첨단소재
A394280,오픈엣지테크놀로지
A394800,쓰리빌리언
A396270,넥스트칩
A396300,세아메카닉스
A396470,워트
A397030,에이프릴바이오
A397810,애드포러스
A398120,에스지헬스케어
A399720,가온칩스
A402030,코난테크놀로지
A402340,SK스퀘어
A402420,켈스
A402490,그린리소스
A403360,라피치
A403490,우듬지팜
A403550,쏘카
A403810,아이엘로보틱스
A403850,더핑크퐁컴퍼니
A403870,HPSP
A405000,플라즈맵
A405100,큐알티
A405920,나라셀라
A406820,뷰티스킨
A407400,꿈비
A408900,스튜디오미르
A408920,메쎄이상
A411080,샌즈랩
A412350,레이저쎌
A412540,제일엠앤에스
A413300,티엘엔지니어링
A413390,엠오티
A413630,씨피시스템
A413640,비아이매트릭스
A415380,스튜디오삼익
A415640,KB발해인프라
A416180,신성에스티
A417010,나노팀
A417180,핑거스토리
A417200,LS머트리얼즈
A417500,제이아이테크
A417790,트루엔
A417840,저스템
A417860,오브젠
A417970,모델솔루션
A418250,시큐레터
A418420,라온텍
A418470,KT밀리의서재
A418550,제이오
A418620,E8
A419050,삼기에너지솔루션즈
A419080,엔젯
A419120,산돌
A419530,SAMG엔터
A419540,비스토스
A420570,제이투케이바이오
A420770,기가비스
A424760,벨로크
A424870,이뮨온시아
A424960,스마트레이더시스템
A424980,마이크로투나노
A425040,티이엠씨
A425420,티에프이
A429270,시지트로닉스
A430690,한싹
A431190,케이쓰리아이
A432430,와이랩
A432470,케이엔에스
A432720,퀄리타스반도체
A432980,엠에프씨
A434190,탈로스
A434480,모니터랩
A435570,에르코스
A437730,삼현
A438700,버넥트
A439090,마녀공장
A439260,대한조선
A439580,블루엠텍
A440110,파두
A440290,HB인베스트먼트
A440320,오픈놀
A441270,파인엠텍
A443060,HD현대마린솔루션
A443250,레뷰코퍼레이션
A443670,에스피소프트
A444530,심플랫폼
A445090,에이직랜드
A445180,퓨릿
A445680,큐리옥스바이오시스템즈
A446070,유니드비티플러스
A446440,에피바이오텍
A446540,메가터치
A446840,지슨
A447690,아이오바이오
A448280,에코아이
A448710,코츠테크놀로지
A448780,마이크로엔엑스
A448900,한국피아이엠
A450080,에코프로머티
A450330,하스
A450520,인스웨이브
A450950,아스테라시스
A451220,아이엠티
A451250,삐아
A451760,컨텍
A452160,제이엔비
A452190,한빛레이저
A452200,민테크
A452260,한화갤러리아
A452280,한선엔지니어링
A452300,캡스톤파트너스
A452400,이닉스
A452430,사피엔반도체
A452450,피아이이
A453340,현대그린푸드
A453450,그리드위즈
A453860,에이에스텍
A454910,두산로보틱스
A455180,케이지에이
A455900,엔젤로보틱스
A456010,아이씨티케이
A456040,OCI
A456070,이엔셀
A456160,지투지바이오
A456190,큐라켐
A456570,아이엠지티
A457190,이수스페셜티케미컬
A457370,한켐
A457550,우진엔텍
A457600,벡트
A458650,성우
A458870,씨어스테크놀로지
A459100,위츠
A459510,나우로보틱스
A459550,알트
A460470,아이빔테크놀로지
A460850,동국씨엠
A460860,동국제강
A460870,에스엠씨지
A460930,현대힘스
A460940,피앤에스로보틱스
A461030,아이엠비디엑스
A461300,아이스크림미디어
A462310,뉴키즈온
A462350,이노스페이스
A462510,라메디텍
A462520,조선내화
A462860,더즌
A462870,시프트업
A462980,아이지넷
A463020,뉴엔AI
A463480,모티브링크
A464080,에스오에스랩
A464280,티디에스팜
A464490,쿼드메디슨
A464500,아이언디바이스
A464580,닷밀
A465480,인스피언
A465770,STX그린로지스
A466100,클로봇
A466410,사이냅소프트
A468530,프로티나
A469610,이노테크
A469750,아이비젼웍스
A471820,셀로맥스사이언스
A472850,폰드그룹
A473980,노머스
A474170,루미르
A474610,RF시스템즈
A474650,링크솔루션
A475150,SK이터닉스
A475230,엔알비
A475400,씨메스
A475430,키스트론
A475460,미트박스
A475560,더본코리아
A475580,에이럭스
A475660,에스켐
A475830,오름테라퓨틱
A475960,토모큐브
A476040,오가노이드사이언스
A476060,온코닉테라퓨틱스
A476080,M83
A476710,타조이엔터테인먼트
A476830,알지노믹스
A478340,나라스페이스테크놀로지
A478560,블랙야크아이앤씨
A479960,위너스
A480370,씨케이솔루션
A481070,에이유브랜즈
A482630,삼양엔씨켐
A483650,달바글로벌
A484120,도우인시스
A484590,삼양컴텍
A484810,티엑스알로보틱스
A484870,엠앤씨솔루션
A486990,노타
A487570,HS효성
A488280,에스투더블유
A488900,비츠로넥스텍
A489460,바이오비쥬
A489500,엘케이켐
A489790,한화비전
A490470,세미파이브
A491000,리브스메드
A493330,지에프아이
A494120,큐리오시스
A495810,유비씨
A496320,본시스템즈
A499790,GS피앤엘
A900070,글로벌에스엠
A900100,애머릿지
A900110,이스트아시아홀딩스
A900120,씨엑스아이
A900250,크리스탈신소재
A900260,로스웰
A900270,헝셩그룹
A900290,GRT
A900300,오가닉티코스메틱
A900310,컬러레이
A900340,윙입푸드
A950130,엑세스바이오
A950140,잉글우드랩
A950160,코오롱티슈진
A950170,JTC
A950190,고스트스튜디오
A950200,소마젠
A950210,프레스티지바이오파마
A950220,네오이뮨텍
A950250,테라뷰
A000480,CR홀딩스
A001530,DI동일
A007700,F&F홀딩스
A002380,KCC
A344820,KCC글라스
A009070,KCTC
A030200,KT
A033780,KT&G
A010120,LS ELECTRIC
A004250,NPC
A123700,SJM
A025530,SJM홀딩스
A326030,SK바이오팜
A084870,TBH글로벌
A069260,TKG휴켐스
A013580,계룡건설
A005300,롯데칠성
A003650,미창석유
A000810,삼성화재
A005680,삼영전자
A011230,삼화전자
A001820,삼화콘덴서
A000390,삼화페인트
A017390,서울가스
A004410,서울식품
A053210,스카이라이프
A035510,신세계 I&C
A138360,앤로보틱스
A900140,엘브이엠씨홀딩스
A033270,유나이티드제약
A001200,유진투자증권
A010640,진양폴리
A004100,태양금속
A025540,한국단자
A004090,한국석유
A002200,한국수출포장
A015760,한국전력
A000970,한국주철관
A011700,한신기계
A005380,현대차
A006060,화승인더
A094280,효성ITX
A005870,휴니드
